Date,temp,rain,production,futures,rust
8/3/1998,25.4066,67.8746,3063.42,1.309,?
8/10/1998,25.4066,67.8746,3063.42,1.342,?
8/17/1998,25.4066,67.8746,3063.42,1.1095,?
8/24/1998,25.4066,67.8746,3063.42,1.175,?
8/31/1998,25.4066,67.8746,3063.42,1.1728,?
9/1/2004,26.1668,57.4625,3273.42,0.7395,?
9/8/2004,26.1668,57.4625,3273.42,0.7125,?
9/15/2004,26.1668,57.4625,3273.42,0.7705,?
9/22/2004,26.1668,57.4625,3273.42,0.8355,?
9/29/2004,26.1668,57.4625,3273.42,0.824,?
10/1/2004,26.3803,121.908,3273.42,0.8015,?
10/8/2004,26.3803,121.908,3273.42,0.772,?
10/15/2004,26.3803,121.908,3273.42,0.7465,?
10/22/2004,26.3803,121.908,3273.42,0.751,?
10/29/2004,26.3803,121.908,3273.42,0.744,?
11/1/2004,26.4008,141.84,3273.42,0.742,?
11/8/2004,26.4008,141.84,3273.42,0.7985,?
11/15/2004,26.4008,141.84,3273.42,0.9165,?
11/22/2004,26.4008,141.84,3273.42,0.8935,?
11/29/2004,26.4008,141.84,3273.42,0.9657,?
12/1/2004,26.2449,182.632,3273.42,0.986,?
12/8/2004,26.2449,182.632,3273.42,0.9805,?
12/15/2004,26.2449,182.632,3273.42,1.0055,?
12/22/2004,26.2449,182.632,3273.42,1.0125,?
12/29/2004,26.2449,182.632,3273.42,1.0795,?
1/3/2005,26.665,220.888,3273.42,1.031,?
1/10/2005,26.665,220.888,3273.42,0.956,?
1/18/2005,26.665,220.888,3273.42,1.044,?
1/24/2005,26.665,220.888,3273.42,1.0465,?
1/31/2005,26.665,220.888,3273.42,1.0465,?
2/1/2005,26.4822,225.245,3273.42,1.058,?
2/8/2005,26.4822,225.245,3273.42,1.117,?
2/15/2005,26.4822,225.245,3273.42,1.178,?
2/22/2005,26.4822,225.245,3273.42,1.151,?
3/1/2005,26.1665,275.704,3273.42,1.2145,?
3/8/2005,26.1665,275.704,3273.42,1.3285,?
3/15/2005,26.1665,275.704,3273.42,1.369,?
3/22/2005,26.1665,275.704,3273.42,1.3135,?
3/29/2005,26.1665,275.704,3273.42,1.2205,?
4/1/2005,25.9846,189.985,2744.42,1.2395,?
4/8/2005,25.9846,189.985,2744.42,1.1685,?
4/15/2005,25.9846,189.985,2744.42,1.1255,?
4/22/2005,25.9846,189.985,2744.42,1.248,?
4/29/2005,25.9846,189.985,2744.42,1.2739,?
5/2/2005,25.1517,158.104,2744.42,1.2355,?
5/9/2005,25.1517,158.104,2744.42,1.2395,?
5/16/2005,25.1517,158.104,2744.42,1.1625,?
5/23/2005,25.1517,158.104,2744.42,1.1815,?
5/31/2005,25.1517,158.104,2744.42,1.1835,?
6/1/2005,24.5166,68.9473,2744.42,1.1805,?
6/8/2005,24.5166,68.9473,2744.42,1.214,?
6/15/2005,24.5166,68.9473,2744.42,1.1115,?
6/22/2005,24.5166,68.9473,2744.42,1.108,?
6/29/2005,24.5166,68.9473,2744.42,1.0511,?
7/1/2005,23.9213,46.6327,2744.42,1.053,?
7/8/2005,23.9213,46.6327,2744.42,1.069,?
7/15/2005,23.9213,46.6327,2744.42,1.055,?
7/22/2005,23.9213,46.6327,2744.42,0.9945,?
7/29/2005,23.9213,46.6327,2744.42,1.0315,?
8/1/2005,25.4403,52.5465,2744.42,1.0215,?
8/8/2005,25.4403,52.5465,2744.42,1.023,?
8/15/2005,25.4403,52.5465,2744.42,0.9615,?
8/22/2005,25.4403,52.5465,2744.42,0.9635,?
8/29/2005,25.4403,52.5465,2744.42,0.9386,?
9/1/2005,25.2846,71.4529,2744.42,1.0495,?
9/8/2005,25.2846,71.4529,2744.42,0.9595,?
9/15/2005,25.2846,71.4529,2744.42,0.9225,?
9/22/2005,25.2846,71.4529,2744.42,0.923,?
9/29/2005,25.2846,71.4529,2744.42,0.9295,?
9/1/2006,25.6825,71.5101,3582.25,1.076,?
9/8/2006,25.6825,71.5101,3582.25,1.0615,?
9/15/2006,25.6825,71.5101,3582.25,1.021,?
9/22/2006,25.6825,71.5101,3582.25,1.0445,?
9/29/2006,25.6825,71.5101,3582.25,1.0765,?
10/2/2006,26.577,130.381,3582.25,1.0355,?
10/9/2006,26.577,130.381,3582.25,1.0305,?
10/16/2006,26.577,130.381,3582.25,1.019,?
10/23/2006,26.577,130.381,3582.25,1.0685,?
10/30/2006,26.577,130.381,3582.25,1.08,?
11/1/2006,26.0827,177.536,3582.25,1.0865,?
11/8/2006,26.0827,177.536,3582.25,1.1575,?
11/15/2006,26.0827,177.536,3582.25,1.1815,?
11/22/2006,26.0827,177.536,3582.25,1.1555,?
11/29/2006,26.0827,177.536,3582.25,1.214,?
12/1/2006,26.471,212.312,3582.25,1.276,?
12/8/2006,26.471,212.312,3582.25,1.2585,?
12/15/2006,26.471,212.312,3582.25,1.254,?
12/22/2006,26.471,212.312,3582.25,1.254,?
12/29/2006,26.471,212.312,3582.25,1.262,?
1/3/2007,26.4631,211.01,3582.25,1.236,?
1/10/2007,26.4631,211.01,3582.25,1.2075,?
1/17/2007,26.4631,211.01,3582.25,1.216,?
1/24/2007,26.4631,211.01,3582.25,1.1695,?
1/31/2007,26.4631,211.01,3582.25,1.1765,?
2/1/2007,26.29,238.548,3582.25,1.1875,?
2/8/2007,26.29,238.548,3582.25,1.1555,?
2/15/2007,26.29,238.548,3582.25,1.153,?
2/22/2007,26.29,238.548,3582.25,1.189,?
3/1/2007,26.1623,206.324,3582.25,1.166,?
3/8/2007,26.1623,206.324,3582.25,1.124,?
3/15/2007,26.1623,206.324,3582.25,1.1055,?
3/22/2007,26.1623,206.324,3582.25,1.1175,?
3/29/2007,26.1623,206.324,3582.25,1.106,?
4/2/2007,25.9278,180.34,3247.67,1.086,?
4/9/2007,25.9278,180.34,3247.67,1.0965,?
4/16/2007,25.9278,180.34,3247.67,1.0845,?
4/23/2007,25.9278,180.34,3247.67,1.0635,?
4/30/2007,25.9278,180.34,3247.67,1.0555,?
5/1/2007,24.7602,126.265,3247.67,1.0485,?
5/8/2007,24.7602,126.265,3247.67,1.0525,?
5/15/2007,24.7602,126.265,3247.67,1.073,?
5/22/2007,24.7602,126.265,3247.67,1.1155,?
5/29/2007,24.7602,126.265,3247.67,1.107,?
6/1/2007,24.2219,66.7872,3247.67,1.174,?
6/8/2007,24.2219,66.7872,3247.67,1.1485,?
6/15/2007,24.2219,66.7872,3247.67,1.147,?
6/22/2007,24.2219,66.7872,3247.67,1.136,?
6/29/2007,24.2219,66.7872,3247.67,1.1244,?
7/2/2007,23.949,71.0081,3247.67,1.12,?
7/9/2007,23.949,71.0081,3247.67,1.094,?
7/16/2007,23.949,71.0081,3247.67,1.1175,?
7/23/2007,23.949,71.0081,3247.67,1.1235,?
7/30/2007,23.949,71.0081,3247.67,1.1295,?
8/1/2007,24.3313,53.2561,3247.67,1.131,?
8/8/2007,24.3313,53.2561,3247.67,1.185,?
8/15/2007,24.3313,53.2561,3247.67,1.192,?
8/22/2007,24.3313,53.2561,3247.67,1.1445,?
8/29/2007,24.3313,53.2561,3247.67,1.1403,?
9/4/2007,26.2888,49.9335,3247.67,1.1795,?
9/11/2007,26.2888,49.9335,3247.67,1.195,?
9/18/2007,26.2888,49.9335,3247.67,1.304,?
9/25/2007,26.2888,49.9335,3247.67,1.331,?
10/1/2007,26.8244,112.759,3247.67,1.3485,?
10/8/2007,26.8244,112.759,3247.67,1.3875,?
10/15/2007,26.8244,112.759,3247.67,1.3005,?
10/22/2007,26.8244,112.759,3247.67,1.2355,?
10/29/2007,26.8244,112.759,3247.67,1.2235,?
11/1/2007,26.2846,164.382,3247.67,1.226,?
11/8/2007,26.2846,164.382,3247.67,1.219,?
11/15/2007,26.2846,164.382,3247.67,1.248,?
11/26/2007,26.2846,164.382,3247.67,1.221,?
11/29/2007,26.2846,164.382,3247.67,1.2721,?
1/4/2010,26.5247,239.131,3664.75,1.4185,?
1/8/2010,26.5247,239.131,3664.75,1.4535,?
1/15/2010,26.5247,239.131,3664.75,1.4075,?
1/22/2010,26.5247,239.131,3664.75,1.396,?
1/29/2010,26.5247,239.131,3664.75,1.317,?
2/1/2010,27.1162,217.316,3664.75,1.3255,?
2/8/2010,27.1162,217.316,3664.75,1.3065,?
2/16/2010,27.1162,217.316,3664.75,1.3345,?
2/22/2010,27.1162,217.316,3664.75,1.2985,?
3/1/2010,26.8646,235.459,3664.75,1.3175,?
3/8/2010,26.8646,235.459,3664.75,1.311,?
3/15/2010,26.8646,235.459,3664.75,1.3105,?
3/22/2010,26.8646,235.459,3664.75,1.33,?
3/29/2010,26.8646,235.459,3664.75,1.3815,?
4/1/2010,25.8815,200.44,4452.33,1.374,?
4/8/2010,25.8815,200.44,4452.33,1.347,?
4/15/2010,25.8815,200.44,4452.33,1.3175,?
4/22/2010,25.8815,200.44,4452.33,1.311,?
4/29/2010,25.8815,200.44,4452.33,1.3456,?
5/3/2010,25.0834,132.966,4452.33,1.3855,?
5/10/2010,25.0834,132.966,4452.33,1.3415,?
5/17/2010,25.0834,132.966,4452.33,1.3255,?
5/24/2010,25.0834,132.966,4452.33,1.3225,?
5/28/2010,25.0834,132.966,4452.33,1.3425,?
6/1/2010,23.8137,73.3218,4452.33,1.3655,?
6/8/2010,23.8137,73.3218,4452.33,1.3355,?
6/15/2010,23.8137,73.3218,4452.33,1.5935,?
6/22/2010,23.8137,73.3218,4452.33,1.591,?
6/29/2010,23.8137,73.3218,4452.33,1.6249,?
7/1/2010,24.1657,66.8321,4452.33,1.6825,?
7/8/2010,24.1657,66.8321,4452.33,1.621,?
7/15/2010,24.1657,66.8321,4452.33,1.671,?
7/22/2010,24.1657,66.8321,4452.33,1.617,?
7/29/2010,24.1657,66.8321,4452.33,1.7305,?
8/2/2010,24.768,40.6411,4452.33,1.725,?
8/9/2010,24.768,40.6411,4452.33,1.696,?
8/16/2010,24.768,40.6411,4452.33,1.787,?
8/23/2010,24.768,40.6411,4452.33,1.815,?
8/30/2010,24.768,40.6411,4452.33,1.8066,?
9/1/2010,26.6081,58.2369,4452.33,1.8235,?
9/8/2010,26.6081,58.2369,4452.33,1.9455,?
9/15/2010,26.6081,58.2369,4452.33,1.9415,?
9/22/2010,26.6081,58.2369,4452.33,1.7995,?
9/29/2010,26.6081,58.2369,4452.33,1.8575,?
10/1/2010,26.642,112.547,4452.33,1.811,?
10/8/2010,26.642,112.547,4452.33,1.8215,?
10/15/2010,26.642,112.547,4452.33,1.864,?
10/22/2010,26.642,112.547,4452.33,1.9885,?
10/29/2010,26.642,112.547,4452.33,2.0345,?
11/1/2010,26.1814,165.323,4452.33,1.977,?
11/8/2010,26.1814,165.323,4452.33,2.081,?
11/15/2010,26.1814,165.323,4452.33,2.0445,?
11/22/2010,26.1814,165.323,4452.33,2.0615,?
11/29/2010,26.1814,165.323,4452.33,2.0255,?
12/1/2010,26.2464,216.298,4452.33,2.0355,?
12/8/2010,26.2464,216.298,4452.33,2.0465,?
12/15/2010,26.2464,216.298,4452.33,2.175,?
12/22/2010,26.2464,216.298,4452.33,2.302,?
12/29/2010,26.2464,216.298,4452.33,2.3965,?
1/4/2011,25.9,242.105,4452.33,2.3495,?
1/10/2011,25.9,242.105,4452.33,2.3125,?
1/18/2011,25.9,242.105,4452.33,2.3535,?
1/24/2011,25.9,242.105,4452.33,2.373,?
1/31/2011,25.9,242.105,4452.33,2.448,?
2/1/2011,25.9348,255.756,4452.33,2.494,?
2/8/2011,25.9348,255.756,4452.33,2.476,?
2/15/2011,25.9348,255.756,4452.33,2.5805,?
2/22/2011,25.9348,255.756,4452.33,2.736,?
3/1/2011,25.6607,278.911,4452.33,2.693,?
3/8/2011,25.6607,278.911,4452.33,2.872,?
3/15/2011,25.6607,278.911,4452.33,2.6295,?
3/22/2011,25.6607,278.911,4452.33,2.7345,?
3/29/2011,25.6607,278.911,4452.33,2.6145,?
4/1/2011,25.6547,202.007,4216.00,2.599,?
4/8/2011,25.6547,202.007,4216.00,2.7495,?
4/15/2011,25.6547,202.007,4216.00,2.881,?
4/25/2011,25.6547,202.007,4216.00,2.879,?
4/29/2011,25.6547,202.007,4216.00,2.9975,?
5/2/2011,24.772,135.243,4216.00,3.051,?
5/9/2011,24.772,135.243,4216.00,2.874,?
5/16/2011,24.772,135.243,4216.00,2.641,?
5/23/2011,24.772,135.243,4216.00,2.6255,?
5/31/2011,24.772,135.243,4216.00,2.646,?
6/1/2011,24.1581,72.2356,4216.00,2.5595,?
6/8/2011,24.1581,72.2356,4216.00,2.6385,?
6/15/2011,24.1581,72.2356,4216.00,2.6265,?
6/22/2011,24.1581,72.2356,4216.00,2.4375,?
6/29/2011,24.1581,72.2356,4216.00,2.6052,?
7/1/2011,24.358,59.303,4216.00,2.6365,?
7/8/2011,24.358,59.303,4216.00,2.633,?
7/15/2011,24.358,59.303,4216.00,2.5355,?
7/22/2011,24.358,59.303,4216.00,2.415,?
7/29/2011,24.358,59.303,4216.00,2.3955,?
8/1/2011,25.2135,52.8688,4216.00,2.4135,?
8/8/2011,25.2135,52.8688,4216.00,2.342,?
8/15/2011,25.2135,52.8688,4216.00,2.457,?
8/22/2011,25.2135,52.8688,4216.00,2.647,?
8/29/2011,25.2135,52.8688,4216.00,2.8475,?
9/1/2011,26.2502,50.6007,4216.00,2.8975,?
9/8/2011,26.2502,50.6007,4216.00,2.841,?
9/15/2011,26.2502,50.6007,4216.00,2.6055,?
9/22/2011,26.2502,50.6007,4216.00,2.3925,?
9/29/2011,26.2502,50.6007,4216.00,2.3115,?
10/3/2011,26.2576,141.086,4216.00,2.2345,?
10/10/2011,26.2576,141.086,4216.00,2.263,?
10/17/2011,26.2576,141.086,4216.00,2.34,?
10/24/2011,26.2576,141.086,4216.00,2.508,?
10/31/2011,26.2576,141.086,4216.00,2.2695,?
11/1/2011,26.0925,167.478,4216.00,2.2365,?
11/8/2011,26.0925,167.478,4216.00,2.296,?
11/15/2011,26.0925,167.478,4216.00,2.395,?
11/22/2011,26.0925,167.478,4216.00,2.329,?
11/29/2011,26.0925,167.478,4216.00,2.2663,?
12/1/2011,26.1414,174.786,4216.00,2.357,?
12/8/2011,26.1414,174.786,4216.00,2.2865,?
12/15/2011,26.1414,174.786,4216.00,2.1775,?
12/22/2011,26.1414,174.786,4216.00,2.214,?
12/29/2011,26.1414,174.786,4216.00,2.2425,?
1/3/2012,25.6388,256.525,4216.00,2.272,?
1/9/2012,25.6388,256.525,4216.00,2.2185,?
1/17/2012,25.6388,256.525,4216.00,2.2515,?
1/23/2012,25.6388,256.525,4216.00,2.1945,?
1/30/2012,25.6388,256.525,4216.00,2.166,?
2/1/2012,25.8926,236.079,4216.00,2.141,?
2/8/2012,25.8926,236.079,4216.00,2.2005,?
2/15/2012,25.8926,236.079,4216.00,2.004,?
2/22/2012,25.8926,236.079,4216.00,2.0075,?
2/29/2012,25.8926,236.079,4216.00,2.0323,?
3/1/2012,25.8586,221.277,4216.00,2.041,?
3/8/2012,25.8586,221.277,4216.00,1.894,?
3/15/2012,25.8586,221.277,4216.00,1.853,?
3/22/2012,25.8586,221.277,4216.00,1.7695,?
3/29/2012,25.8586,221.277,4216.00,1.7645,?
4/2/2012,25.9351,167.591,4618.33,1.862,?
4/9/2012,25.9351,167.591,4618.33,1.7805,?
4/16/2012,25.9351,167.591,4618.33,1.747,?
4/23/2012,25.9351,167.591,4618.33,1.777,?
4/30/2012,25.9351,167.591,4618.33,1.7923,?
5/1/2012,24.9448,110.244,4618.33,1.8415,?
5/8/2012,24.9448,110.244,4618.33,1.7495,?
5/15/2012,24.9448,110.244,4618.33,1.784,?
5/22/2012,24.9448,110.244,4618.33,1.745,?
5/29/2012,24.9448,110.244,4618.33,1.654,?
6/1/2012,24.4159,73.5002,4618.33,1.575,?
6/8/2012,24.4159,73.5002,4618.33,1.556,?
6/15/2012,24.4159,73.5002,4618.33,1.5005,?
6/22/2012,24.4159,73.5002,4618.33,1.5515,?
6/29/2012,24.4159,73.5002,4618.33,1.7058,?
7/2/2012,24.159,61.2338,4618.33,1.746,?
7/9/2012,24.159,61.2338,4618.33,1.8235,?
7/16/2012,24.159,61.2338,4618.33,1.8395,?
7/23/2012,24.159,61.2338,4618.33,1.851,?
7/30/2012,24.159,61.2338,4618.33,1.7835,?
8/1/2012,25.013,38.7857,4618.33,1.746,?
8/8/2012,25.013,38.7857,4618.33,1.705,?
8/15/2012,25.013,38.7857,4618.33,1.619,?
8/22/2012,25.013,38.7857,4618.33,1.5895,?
8/29/2012,25.013,38.7857,4618.33,1.665,?
9/4/2012,26.4278,60.5942,4618.33,1.653,?
9/11/2012,26.4278,60.5942,4618.33,1.7755,?
9/18/2012,26.4278,60.5942,4618.33,1.775,?
9/25/2012,26.4278,60.5942,4618.33,1.7365,?
10/1/2012,27.1908,87.7291,4618.33,1.7805,?
10/8/2012,27.1908,87.7291,4618.33,1.691,?
10/15/2012,27.1908,87.7291,4618.33,1.6085,?
10/22/2012,27.1908,87.7291,4618.33,1.645,?
10/29/2012,27.1908,87.7291,4618.33,1.6165,?
11/1/2012,26.6045,157.772,4618.33,1.5345,?
11/8/2012,26.6045,157.772,4618.33,1.514,?
11/15/2012,26.6045,157.772,4618.33,1.49,?
11/23/2012,26.6045,157.772,4618.33,1.4215,?
11/29/2012,26.6045,157.772,4618.33,1.523,?
12/3/2012,26.5033,181.369,4618.33,1.507,?
12/10/2012,26.5033,181.369,4618.33,1.47,?
12/17/2012,26.5033,181.369,4618.33,1.4595,?
12/24/2012,26.5033,181.369,4618.33,1.47,?
12/31/2012,26.5033,181.369,4618.33,1.438,?
1/2/2013,26.2797,234.837,4618.33,1.494,?
1/8/2013,26.2797,234.837,4618.33,1.4815,?
1/15/2013,26.2797,234.837,4618.33,1.525,?
1/22/2013,26.2797,234.837,4618.33,1.486,?
1/29/2013,26.2797,234.837,4618.33,1.498,?
2/1/2013,26.421,224.993,4618.33,1.4795,?
2/8/2013,26.421,224.993,4618.33,1.4105,?
2/15/2013,26.421,224.993,4618.33,1.3695,?
2/22/2013,26.421,224.993,4618.33,1.431,?
3/1/2013,26.4633,201.49,4618.33,1.4335,?
3/8/2013,26.4633,201.49,4618.33,1.4405,?
3/15/2013,26.4633,201.49,4618.33,1.375,?
3/22/2013,26.4633,201.49,4618.33,1.353,?
3/28/2013,26.4633,201.49,4618.33,1.3715,?
4/1/2013,25.7173,169.603,4558.17,1.384,?
4/8/2013,25.7173,169.603,4558.17,1.359,?
4/15/2013,25.7173,169.603,4558.17,1.3445,?
4/22/2013,25.7173,169.603,4558.17,1.425,?
4/29/2013,25.7173,169.603,4558.17,1.3369,?
5/1/2013,25.0598,140.204,4558.17,1.347,?
5/8/2013,25.0598,140.204,4558.17,1.4415,?
5/15/2013,25.0598,140.204,4558.17,1.4055,?
5/22/2013,25.0598,140.204,4558.17,1.2845,?
5/29/2013,25.0598,140.204,4558.17,1.276,?
6/3/2013,24.7923,87.4064,4558.17,1.29,?
6/10/2013,24.7923,87.4064,4558.17,1.2875,?
6/17/2013,24.7923,87.4064,4558.17,1.2235,?
6/24/2013,24.7923,87.4064,4558.17,1.1945,?
7/1/2013,24.2248,72.0245,4558.17,1.216,?
7/8/2013,24.2248,72.0245,4558.17,1.2345,?
7/15/2013,24.2248,72.0245,4558.17,1.2325,?
7/22/2013,24.2248,72.0245,4558.17,1.253,?
7/29/2013,24.2248,72.0245,4558.17,1.2115,?
8/1/2013,24.5482,59.2378,4558.17,1.156,?
8/8/2013,24.5482,59.2378,4558.17,1.2205,?
8/15/2013,24.5482,59.2378,4558.17,1.2185,?
8/22/2013,24.5482,59.2378,4558.17,1.132,?
8/29/2013,24.5482,59.2378,4558.17,1.1585,?
9/3/2013,26.1844,69.5931,4558.17,1.172,?
9/10/2013,26.1844,69.5931,4558.17,1.1665,?
9/17/2013,26.1844,69.5931,4558.17,1.1495,?
9/24/2013,26.1844,69.5931,4558.17,1.1785,?
10/1/2013,26.541,121.637,4558.17,1.141,?
10/8/2013,26.541,121.637,4558.17,1.1505,?
10/15/2013,26.541,121.637,4558.17,1.1645,?
10/22/2013,26.541,121.637,4558.17,1.1195,?
10/29/2013,26.541,121.637,4558.17,1.0695,?
11/1/2013,26.1609,174.882,4558.17,1.0555,?
11/8/2013,26.1609,174.882,4558.17,1.0405,?
11/15/2013,26.1609,174.882,4558.17,1.0575,?
11/22/2013,26.1609,174.882,4558.17,1.071,?
11/29/2013,26.1609,174.882,4558.17,1.1073,?
12/2/2013,26.3776,209.051,4558.17,1.099,?
12/9/2013,26.3776,209.051,4558.17,1.061,?
12/16/2013,26.3776,209.051,4558.17,1.153,?
12/23/2013,26.3776,209.051,4558.17,1.1585,?
12/30/2013,26.3776,209.051,4558.17,1.147,?
1/2/2014,26.351,196.904,4558.17,1.114,?
1/9/2014,26.351,196.904,4558.17,1.1935,?
1/16/2014,26.351,196.904,4558.17,1.1835,?
1/23/2014,26.351,196.904,4558.17,1.152,?
1/30/2014,26.351,196.904,4558.17,1.2,?
2/3/2014,26.1318,225.965,4558.17,1.3595,?
2/10/2014,26.1318,225.965,4558.17,1.362,?
2/18/2014,26.1318,225.965,4558.17,1.5265,?
2/24/2014,26.1318,225.965,4558.17,1.756,?
3/3/2014,25.9359,265.892,4558.17,1.9345,?
3/10/2014,25.9359,265.892,4558.17,2.034,?
3/17/2014,25.9359,265.892,4558.17,1.914,?
3/24/2014,25.9359,265.892,4558.17,1.764,?
3/31/2014,25.9359,265.892,4558.17,1.779,?
4/1/2014,25.9241,197.089,4358.25,1.7525,?
4/8/2014,25.9241,197.089,4358.25,1.965,?
4/15/2014,25.9241,197.089,4358.25,1.9215,?
4/22/2014,25.9241,197.089,4358.25,2.118,?
4/29/2014,25.9241,197.089,4358.25,2.107,?
5/1/2014,25.013,138.216,4358.25,2.0415,?
5/8/2014,25.013,138.216,4358.25,1.955,?
5/15/2014,25.013,138.216,4358.25,1.968,?
5/22/2014,25.013,138.216,4358.25,1.8135,?
5/29/2014,25.013,138.216,4358.25,1.8195,?
6/2/2014,24.5104,83.0714,4358.25,1.7235,?
6/9/2014,24.5104,83.0714,4358.25,1.6535,?
6/16/2014,24.5104,83.0714,4358.25,1.7295,?
6/23/2014,24.5104,83.0714,4358.25,1.751,?
6/30/2014,24.5104,83.0714,4358.25,1.7468,?
7/1/2014,24.0321,72.0266,4358.25,1.7095,?
7/8/2014,24.0321,72.0266,4358.25,1.7295,?
7/15/2014,24.0321,72.0266,4358.25,1.6195,?
7/22/2014,24.0321,72.0266,4358.25,1.683,?
7/29/2014,24.0321,72.0266,4358.25,1.807,?
8/1/2014,25.2679,49.3802,4358.25,1.9235,?
8/8/2014,25.2679,49.3802,4358.25,1.8085,?
8/15/2014,25.2679,49.3802,4358.25,1.8085,?
8/22/2014,25.2679,49.3802,4358.25,1.816,?
8/29/2014,25.2679,49.3802,4358.25,2.0011,?
9/2/2014,26.8389,69.5973,4358.25,2.0945,?
9/8/2014,26.8389,69.5973,4358.25,1.9445,?
9/15/2014,26.8389,69.5973,4358.25,1.822,?
9/22/2014,26.8389,69.5973,4358.25,1.794,?
9/29/2014,26.8389,69.5973,4358.25,1.9125,?
10/1/2014,26.9653,94.486,4358.25,2.004,?
10/8/2014,26.9653,94.486,4358.25,2.1445,?
10/15/2014,26.9653,94.486,4358.25,2.16,?
10/22/2014,26.9653,94.486,4358.25,1.911,?
10/29/2014,26.9653,94.486,4358.25,1.896,?
11/3/2014,26.6748,167.468,4358.25,1.8585,?
11/10/2014,26.6748,167.468,4358.25,1.814,?
11/17/2014,26.6748,167.468,4358.25,1.875,?
11/24/2014,26.6748,167.468,4358.25,1.8982,?
12/1/2014,26.3578,186.197,4358.25,1.904,?
12/8/2014,26.3578,186.197,4358.25,1.7805,?
12/15/2014,26.3578,186.197,4358.25,1.7865,?
12/22/2014,26.3578,186.197,4358.25,1.7215,?
12/29/2014,26.3578,186.197,4358.25,1.6515,?
1/2/2015,26.6425,198.68,4358.25,1.6105,?
1/12/2015,26.6425,198.68,4358.25,1.7675,?
1/20/2015,26.6425,198.68,4358.25,1.643,?
1/27/2015,26.6425,198.68,4358.25,1.682,?
2/2/2015,26.3971,195.832,4358.25,1.6245,?
2/9/2015,26.3971,195.832,4358.25,1.676,?
2/17/2015,26.3971,195.832,4358.25,1.5565,?
2/23/2015,26.3971,195.832,4358.25,1.4445,?
3/2/2015,26.027,246.911,4358.25,1.3835,?
3/9/2015,26.027,246.911,4358.25,1.37,?
3/16/2015,26.027,246.911,4358.25,1.3805,?
3/23/2015,26.027,246.911,4358.25,1.4185,?
3/30/2015,26.027,246.911,4358.25,1.3235,?
4/1/2015,25.9741,193.641,4368.83,1.3485,?
4/8/2015,25.9741,193.641,4368.83,1.357,?
4/15/2015,25.9741,193.641,4368.83,1.358,?
4/22/2015,25.9741,193.641,4368.83,1.424,?
4/29/2015,25.9741,193.641,4368.83,1.3874,?
5/1/2015,25.2458,147.71,4368.83,1.342,?
5/8/2015,25.2458,147.71,4368.83,1.3465,?
5/15/2015,25.2458,147.71,4368.83,1.3825,?
5/22/2015,25.2458,147.71,4368.83,1.2695,?
5/29/2015,25.2458,147.71,4368.83,1.2615,?
6/1/2015,24.6914,74.0922,4368.83,1.298,?
6/8/2015,24.6914,74.0922,4368.83,1.3655,?
6/15/2015,24.6914,74.0922,4368.83,1.278,?
6/22/2015,24.6914,74.0922,4368.83,1.3035,?
6/29/2015,24.6914,74.0922,4368.83,1.3176,?
7/1/2015,24.7691,79.5209,4368.83,1.27,?
7/8/2015,24.7691,79.5209,4368.83,1.2495,?
7/15/2015,24.7691,79.5209,4368.83,1.2975,?
7/22/2015,24.7691,79.5209,4368.83,1.2505,?
7/29/2015,24.7691,79.5209,4368.83,1.249,?
8/3/2015,25.7966,45.9809,4368.83,1.2395,?
8/10/2015,25.7966,45.9809,4368.83,1.335,?
8/17/2015,25.7966,45.9809,4368.83,1.3475,?
8/24/2015,25.7966,45.9809,4368.83,1.175,?
8/31/2015,25.7966,45.9809,4368.83,1.2355,?
9/1/2015,27.3316,55.3684,4368.83,1.208,?
9/8/2015,27.3316,55.3684,4368.83,1.21,?
9/15/2015,27.3316,55.3684,4368.83,1.187,?
9/22/2015,27.3316,55.3684,4368.83,1.1545,?
9/29/2015,27.3316,55.3684,4368.83,1.2085,?
10/1/2015,27.21,82.2525,4368.83,1.2075,?
10/8/2015,27.21,82.2525,4368.83,1.2845,?
10/15/2015,27.21,82.2525,4368.83,1.337,?
10/22/2015,27.21,82.2525,4368.83,1.1985,?
10/29/2015,27.21,82.2525,4368.83,1.203,?
11/2/2015,27.3725,127.764,4368.83,1.188,?
11/9/2015,27.3725,127.764,4368.83,1.1775,?
11/16/2015,27.3725,127.764,4368.83,1.1435,?
11/23/2015,27.3725,127.764,4368.83,1.1995,?
11/30/2015,27.3725,127.764,4368.83,1.191,?
12/1/2015,27.1024,151.836,4368.83,1.199,?
12/8/2015,27.1024,151.836,4368.83,1.252,?
12/15/2015,27.1024,151.836,4368.83,1.199,?
12/22/2015,27.1024,151.836,4368.83,1.1915,?
12/29/2015,27.1024,151.836,4368.83,1.2145,?
1/4/2016,26.6425,198.68,4368.83,1.239,?
1/11/2016,26.6425,198.68,4368.83,1.1445,?
1/19/2016,26.6425,198.68,4368.83,1.1565,?
1/25/2016,26.6425,198.68,4368.83,1.1645,?
2/1/2016,26.3971,195.832,4368.83,1.1775,?
2/8/2016,26.3971,195.832,4368.83,1.1575,?
2/16/2016,26.3971,195.832,4368.83,1.149,?
2/22/2016,26.3971,195.832,4368.83,1.1985,?
2/29/2016,26.3971,195.832,4368.83,1.1457,?
3/1/2016,26.027,246.911,4368.83,1.1475,?
3/8/2016,26.027,246.911,4368.83,1.217,?
3/15/2016,26.027,246.911,4368.83,1.257,?
